5,Great for math I also use the math keyboard but I only need it for integrals and square roots. With this, I can even do epsilon delta proofs on my phone!
5,Nice I feel good
4,Works well. Better on my Garmin-Asus than LG Optimus as the LG has a ... Works well. Better on my Garmin-Asus than LG Optimus as the LG has a less intuitive interface. Kostas
2,To katevasa ' To katevasa alla pos grafo ellinika ; pao sta settings k den mou exei ta ellinika
5,Simply the best
1,ƒ¢ƒÃƒË ƒÉƒÃƒÇƒÑƒÍƒÒƒÏƒÁƒÃƒÇ?!
5,ƒ®ƒÍƒÉ? ƒÈƒ¿ƒÉ? ƒÎƒ¿ƒÇƒÂƒÇ?. ƒ£ƒÊ?ƒËƒ¿ ƒÊƒÃ ƒÀƒÍƒÉƒÃƒÕƒÃ ƒ¿ƒÏƒÈƒÃƒÑ?.
5,Take foeva to download but it works I tried on my Greek girlfriend
1,Den litourgi
5,GREEK M
4,ƒ®ƒÍƒÉƒÒ ƒÈƒ¿ƒÉƒÍ ƒ±ƒÍ ƒÊƒÍƒËƒÍ ƒÎƒÏƒÍƒÀƒÉƒÅƒÊƒ¿ ƒÎƒÍƒÒ ƒÃƒÔƒÖ ƒÈ ƒÃƒÇƒËƒ¿ƒÇ ƒÈƒ¿ƒÎƒÖ? ƒÈƒÍƒÒƒÏƒ¿ƒĞƒÑƒÇƒÈƒÍ ƒÍƒÑƒ¿ƒË ƒÁƒÏƒ¿ƒÓƒÃƒÇ?... ƒÀƒÉƒÃƒÎƒÖ ƒÑƒÍ ? ƒ¿ƒËƒÑƒÇ ƒÁƒÇƒ¿ ƒÑƒÍ ƒĞ ƒÈ ƒÎƒÏƒÃƒÎƒÃƒÇ ƒËƒ¿ ƒÈƒÏƒ¿ƒÑƒÅƒĞƒÖ ƒÎƒ¿ƒÑƒÅƒÊƒÃƒËƒÍ ƒÑƒÍ ? ƒÁƒÇƒ¿ ƒËƒ¿ ƒÊƒÍƒÒ ƒÀƒÁƒÃƒÇ ƒÑƒÍ ƒĞ. ƒ¦ƒ¿ ƒÊƒÎƒÍƒÏƒÍƒÒƒĞƒÃ ƒËƒ¿ ƒÃƒÇƒËƒ¿ƒÇ ƒÑƒÍ ƒĞ ƒĞƒÑƒÅƒË ƒÍƒÆƒÍƒËƒÅ ƒÈ ƒËƒ¿ ƒ¿ƒËƒ¿ƒÁƒËƒÖƒÏƒÇƒÄƒÃƒÇ ƒ¿ƒÎƒÉƒ¿ ƒÑƒÍ ƒÑƒÃƒÉƒÍ? ƒÑƒÖƒË ƒÉƒÃƒÌƒÃƒÖƒË ƒÎƒÍƒÒ ƒÆƒÃƒÉƒÍƒÒƒË ?. ƒ£ƒÉƒÎƒÇƒÄƒÖ ƒËƒ¿ ƒÂƒÇƒÍƒÏƒÆƒÖƒÆƒÃƒÇ.
1,Not working
3,It sucks
5,ƒÉƒÃƒÇƒÑƒÍƒÒƒÏƒÁƒÃ? ƒÊƒÃƒÁ?ƒÉƒÍ works great for me, you have to download AnySoftKeyboard first ... ƒÉƒÃƒÇƒÑƒÍƒÒƒÏƒÁƒÃ? ƒÊƒÃƒÁ?ƒÉƒÍ works great for me, you have to download AnySoftKeyboard first and activate it in settings
1,It doesn't work
1,Installed and uinstalled twice and it still won't let me open it.
0,Does NOTHING! Uninstall, probably a malicious program or data miner. Motorola ... Does NOTHING! Uninstall, probably a malicious program or data miner. Motorola Droid.
3,Why learn the greek lenguage when you can learn about greek mythology.
4,My texts in Greek don't go through to everyone. Why?
1,Problems My wife has an iphone and she doesn't see what I'm writing to her . The phone can not display the characters...
